,prune index,clean test accuracy,Attack success Rate
0,0.016666666666666666,98.64899974019225,100.0
1,0.03333333333333333,98.64899974019225,100.0
2,0.05,98.64899974019225,100.0
3,0.06666666666666667,98.64899974019225,100.0
4,0.08333333333333333,98.64899974019225,100.0
5,0.1,98.64899974019225,100.0
6,0.11666666666666667,98.64899974019225,100.0
7,0.13333333333333333,98.64899974019225,100.0
8,0.15,98.64899974019225,100.0
9,0.16666666666666666,98.64899974019225,100.0
10,0.18333333333333332,98.64899974019225,100.0
11,0.2,98.64899974019225,100.0
12,0.21666666666666667,98.64899974019225,100.0
13,0.23333333333333334,98.64899974019225,100.0
14,0.25,98.64899974019225,100.0
15,0.26666666666666666,98.64899974019225,100.0
16,0.2833333333333333,98.64899974019225,100.0
17,0.3,98.64899974019225,100.0
18,0.31666666666666665,98.64899974019225,100.0
19,0.3333333333333333,98.64899974019225,100.0
20,0.35,98.64899974019225,100.0
21,0.36666666666666664,98.64899974019225,100.0
22,0.38333333333333336,98.64899974019225,100.0
23,0.4,98.64899974019225,100.0
24,0.4166666666666667,98.64899974019225,100.0
25,0.43333333333333335,98.64899974019225,100.0
26,0.45,98.64899974019225,100.0
27,0.4666666666666667,98.64899974019225,100.0
28,0.48333333333333334,98.64899974019225,100.0
29,0.5,98.64899974019225,100.0
30,0.5166666666666667,98.64899974019225,100.0
31,0.5333333333333333,98.64899974019225,100.0
32,0.55,98.64899974019225,100.0
33,0.5666666666666667,98.64899974019225,100.0
34,0.5833333333333334,98.64033948211657,100.0
35,0.6,98.63167922404088,100.0
36,0.6166666666666667,98.65765999826795,100.0
37,0.6333333333333333,98.64899974019225,100.0
38,0.65,98.6056984498138,100.0
39,0.6666666666666666,98.57105741751104,100.0
40,0.6833333333333333,98.53641638520828,100.0
41,0.7,98.19000606218066,100.0
42,0.7166666666666667,97.65307006148784,100.0
43,0.7333333333333333,97.50584567420108,100.0
44,0.75,95.75647354291158,100.0
45,0.7666666666666667,95.20221702606739,99.97661730319564
46,0.7833333333333333,94.7172425738287,99.98441153546376
47,0.8,92.09318437689443,99.98441153546376
48,0.8166666666666667,91.49562656967177,99.98441153546376
49,0.8333333333333334,91.01931237550879,99.97661730319564
50,0.85,89.17467740538669,80.6469212782541
51,0.8666666666666667,84.43751623798389,77.20966484801247
52,0.8833333333333333,76.48739932449988,36.26656274356976
53,0.9,54.8627349095003,6.96024941543258
54,0.9166666666666666,27.08928726076037,0.4208885424785659
55,0.9333333333333333,13.87373343725643,0.0
56,0.95,7.101411622066338,0.0
57,0.9666666666666667,1.5501861955486274,0.0
58,0.9833333333333333,0.7188014202823244,0.0
59,1.0,0.0779423226812159,0.0
